,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.11103333333333333
1,2,0.6550333333333334
2,3,2.5382333333333333
3,4,0.8756551724137931
4,5,2.3891
5,6,1.3180666666666665
6,7,1.3463
7,8,1.7665333333333333
8,9,2.3950666666666667
9,10,7.680899999999999
