queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1886,2,2,11,13831381,0,2259,2398,0
2,9.sparql,71,1,1,0,576131,0,169,177,0
3,29.sparql,96,1,1,0,576131,0,166,487,21
4,25.sparql,61,1,1,0,576131,0,148,831,50
5,2.sparql,67,1,1,0,576131,0,171,179,0
6,21.sparql,62,1,1,4,4860998,0,120,171,12
7,28.sparql,48,1,1,4,4860998,0,129,163,6
8,27.sparql,49,1,1,4,4860998,0,105,159,13
9,4.sparql,46,1,1,4,4860998,0,106,138,6
10,26.sparql,46,1,1,0,576131,0,104,165,7
11,17.sparql,50,1,1,4,4860998,0,93,118,3
12,23.sparql,49,1,1,0,576131,0,118,710,73
13,3.sparql,48,1,1,4,4860998,0,82,107,11
14,20.sparql,40,1,1,0,576131,0,94,150,6
15,0.sparql,46,1,1,4,4860998,0,90,115,9
16,1.sparql,46,1,1,0,576131,0,88,376,33
17,19.sparql,55,1,1,4,4860998,0,100,130,11
18,13.sparql,51,1,1,4,4860998,0,91,122,9
19,16.sparql,52,1,1,4,4860998,0,134,182,7
20,5.sparql,61,1,1,0,1112409,0,128,17310,7366
21,7.sparql,64,1,1,0,1112409,0,130,4640,1887
22,15.sparql,85,1,1,0,846232,0,125,877,4149
23,12.sparql,90,1,1,0,1112409,0,185,8366,3133
24,22.sparql,65,1,1,4,4860998,0,104,130,6
25,11.sparql,67,1,1,0,576131,0,111,324,35
26,8.sparql,70,1,1,0,576131,0,118,141,3
27,18.sparql,74,1,1,0,576131,0,124,335,36
28,24.sparql,81,1,1,4,4860998,0,119,144,6
29,6.sparql,71,2,2,11,13831381,0,206,247,0
30,10.sparql,77,1,1,4,4860998,0,124,150,6
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
32,32,74,101376636,73,40775
