,3-PV
0,2133.0
1,3865.0
2,158.0
3,2404.0
4,81.0
5,81.0
6,298.0
7,85.0
8,96.0
9,5927.0
10,33788.0
11,110.0
12,72.0
13,72.0
14,82.0
15,163.0
16,3351.0
17,168.0
18,98.0
19,1266.0
20,11743.0
21,181.0
22,143.0
23,640.0
24,115.0
25,80.0
26,108.0
27,597.0
28,335.0
29,7907.0
