,2k-RS
0,3691.0
1,1211.0
2,1714.0
3,2021.0
4,910.0
5,6007.0
6,1180.0
7,682.0
8,213.0
9,15594.0
10,293.0
11,602.0
12,127.0
13,955.0
14,1050.0
15,95.0
16,413.0
17,12230.0
18,97.0
19,256.0
20,618.0
21,964.0
22,869.0
23,164.0
24,1033.0
25,186.0
26,821.0
27,909.0
28,114.0
29,119.0
