,7-TP
0,12845.0
1,123.0
2,95.0
3,80.0
4,288.0
5,105.0
6,120.0
7,133.0
8,132.0
9,173.0
10,146.0
11,170.0
12,94.0
13,129.0
14,105.0
15,99.0
16,123.0
17,187.0
18,104.0
19,103.0
20,102.0
21,9317.0
22,131.0
23,135.0
24,131.0
25,105.0
26,124.0
27,115.0
28,112.0
29,3778.0
