,No. of Join Vertices (JV),Avg. queries exection time(sec)
0,1,0.4025999999999999
1,2,1.1905
2,3,0.47756666666666664
3,4,1.473266666666667
4,5,1.4360714285714289
5,6,1.0227368421052632
