,4-PV
0,50.582
1,0.708
2,2.29
3,1.245
4,5.654
5,0.69
6,6.788
7,0.639
8,2.768
9,1.656
10,0.71
11,0.685
12,2.046
13,391.62
14,7.452
15,25.591
16,287.03499999999997
17,2.587
18,2.181
19,1.536
20,106.86099999999999
21,118.787
22,0.628
23,105.946
24,0.679
25,2.202
26,0.678
27,349.088
28,1.832
29,0.665
