,5-TP
0,66.646
1,0.672
2,34.553
3,30.714
4,0.638
5,0.643
6,39.25
7,9.134
8,34.922
9,42.267
10,36.517
11,13.113
12,0.809
13,55.42
14,0.703
15,35.902
16,35.234
17,321.108
18,0.629
19,283.156
20,1.797
21,289.193
22,327.41700000000003
23,7.832
24,87.202
25,40.576
26,4.084
27,0.647
28,0.655
29,2.03
