,3-TP
0,1.81
1,2.284
2,25.171
3,0.901
4,2.159
5,3.286
6,0.725
7,58.239
8,10.729
9,28.487
10,0.942
11,12.792
12,5.532
13,0.678
14,0.678
15,5.882
16,0.779
17,0.697
18,7.471
19,7.818
20,6.57
21,40.367
22,2.588
