,6-JV
0,31.851
1,297.078
2,289.454
3,73.967
4,286.829
5,288.446
6,134.011
7,288.28499999999997
8,259.133
9,215.355
10,289.85
11,294.975
12,291.332
13,323.502
14,303.566
15,340.304
16,114.21000000000001
17,285.34000000000003
