,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.6952333333333336
1,2,4.659466666666665
2,3,9.851521739130435
3,4,60.115433333333335
4,5,60.115433333333335
5,6,76.59823333333333
6,7,66.28966666666666
7,8,119.00226666666667
8,9,138.86846666666668
9,10,212.1672666666667
