,7-TP
0,0.677
1,0.68
2,81.84
3,0.738
4,2.265
5,0.672
6,0.724
7,0.668
8,0.691
9,3.012
10,257.921
11,2.54
12,107.37100000000001
13,31.944
14,250.046
15,259.52
16,0.674
17,145.237
18,2.517
19,2.607
20,0.755
21,0.739
22,271.898
23,286.883
24,0.716
25,1.848
26,267.88
27,2.001
28,1.898
29,1.728
