,No. of Projection Variables (PV),Avg. queries exection time(sec)
0,1,0.6221333333333334
1,2,16.734766666666673
2,3,52.548866666666676
3,4,49.394300000000015
4,5,63.87893333333333
5,6,47.73273333333335
6,7,57.29166666666666
7,8,120.85003333333336
8,9,135.85176666666663
9,10,214.4683
