,1-PV
0,0.621
1,0.629
2,0.652
3,0.612
4,0.662
5,0.64
6,0.606
7,0.625
8,0.611
9,0.622
10,0.609
11,0.646
12,0.636
13,0.627
14,0.601
15,0.622
16,0.615
17,0.611
18,0.624
19,0.59
20,0.586
21,0.637
22,0.62
23,0.625
24,0.6
25,0.611
26,0.62
27,0.633
28,0.616
29,0.655
