,8-TP
0,118.684
1,156.245
2,54.413
3,153.678
4,117.012
5,52.219
6,302.593
7,298.998
8,53.898
9,115.586
10,113.93299999999999
11,154.475
12,54.657
13,52.053
14,58.224
15,213.744
16,114.90899999999999
17,157.048
18,0.663
19,124.08
20,0.635
21,121.866
22,122.598
23,157.025
24,115.244
25,154.402
26,118.74799999999999
27,0.656
28,156.016
29,155.766
