,8-PV
0,114.444
1,53.623
2,151.144
3,152.22899999999998
4,118.28399999999999
5,113.213
6,276.725
7,150.641
8,279.634
9,114.044
10,52.969
11,51.445
12,217.486
13,56.012
14,52.395
15,56.202
16,115.048
17,152.30599999999998
18,120.748
19,0.639
20,0.658
21,115.899
22,119.185
23,143.485
24,118.79599999999999
25,153.414
26,112.572
27,153.136
28,155.47899999999998
29,153.64600000000002
