,2-TP
0,7.113
1,0.909
2,0.979
3,1.119
4,0.831
5,18.638
6,0.948
7,0.971
8,20.727
9,2.795
10,0.89
11,33.994
12,0.738
13,0.887
14,0.969
15,0.695
16,0.947
17,0.785
18,1.122
19,3.642
20,3.497
21,0.704
22,0.709
23,0.717
24,0.699
25,26.357
26,0.944
27,0.69
28,5.078
29,0.69
