,6-TP
0,2.193
1,2.611
2,1.963
3,74.265
4,2.768
5,21.307
6,273.391
7,82.944
8,37.571
9,1.963
10,2.247
11,155.618
12,9.171
13,2.686
14,451.909
15,4.617
16,2.895
17,442.012
18,35.507
19,2.899
20,267.559
21,6.027
22,2.585
23,267.595
24,47.297
25,10.85
26,1.565
27,62.1
28,1.584
29,20.248
