,10-TP
0,259.621
1,248.02
2,271.489
3,261.762
4,178.829
5,263.861
6,261.302
7,249.859
8,34.009
9,273.36
10,259.589
11,253.505
12,250.681
13,47.215
14,252.178
15,34.048
16,270.159
17,33.153
18,255.179
19,33.286
20,261.289
21,34.013
22,260.473
23,257.019
24,337.926
25,47.844
26,322.769
27,280.83
28,266.921
29,304.829
