,No. of Join Vertices (JV),Avg. queries exection time(sec)
0,1,24.480433333333334
1,2,94.66646666666666
2,3,73.11419999999998
3,4,179.07476666666665
4,5,127.59157142857143
5,6,244.8604444444444
