,9-TP
0,0.679
1,258.9
2,0.669
3,258.576
4,0.664
5,0.678
6,0.677
7,255.686
8,263.187
9,255.22899999999998
10,257.979
11,0.704
12,0.671
13,0.67
14,260.914
15,0.719
16,284.335
17,0.654
18,0.683
19,0.683
20,0.69
21,254.371
22,259.877
23,0.683
24,252.633
25,263.954
26,254.704
27,267.062
28,248.73
29,260.39300000000003
