,5k-RS
0,2596.0
1,238.0
2,268.0
3,219.0
4,12056.0
5,274.0
6,82.0
7,27494.0
8,122.0
9,127.0
10,88.0
11,154.0
12,21964.0
13,5210.0
14,2903.0
15,161.0
16,153.0
17,20473.0
18,273.0
19,82.0
20,105.0
21,132.0
22,109.0
23,18690.0
24,230.0
25,5310.0
26,142.0
27,162.0
28,488.0
29,22483.0
