,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.06653333333333333
1,2,0.32896666666666663
2,3,1.4005999999999998
3,4,0.4496
4,5,1.3702999999999999
5,6,1.5111666666666668
6,7,0.7404666666666667
7,8,1.2465333333333333
8,9,1.5188
9,10,7.2725333333333335
