,9-TP
0,3314.0
1,4194.0
2,1047.0
3,873.0
4,194.0
5,5734.0
6,491.0
7,3110.0
8,103.0
9,2015.0
10,179.0
11,186.0
12,820.0
13,174.0
14,181.0
15,1012.0
16,207.0
17,191.0
18,8110.0
19,212.0
20,6228.0
21,197.0
22,219.0
23,3209.0
24,203.0
25,873.0
26,220.0
27,1033.0
28,217.0
29,818.0
