queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1772,0,0,0,0,0,1812,1875,1
2,9.sparql,35,0,0,0,0,0,36,65,1
3,29.sparql,53,0,0,0,0,0,53,71,1
4,25.sparql,21,0,0,0,0,0,22,47,1
5,2.sparql,23,0,0,0,0,0,24,43,1
6,21.sparql,20,0,0,0,0,0,21,43,1
7,28.sparql,24,0,0,0,0,0,25,43,3
8,27.sparql,51,0,0,0,0,0,52,69,1
9,4.sparql,40,0,0,0,0,0,41,60,1
10,26.sparql,43,0,0,0,0,0,44,60,1
11,17.sparql,42,0,0,0,0,0,43,59,0
12,23.sparql,27,0,0,0,0,0,28,47,1
13,3.sparql,28,0,0,0,0,0,28,44,1
14,20.sparql,41,0,0,0,0,0,41,54,1
15,0.sparql,34,0,0,0,0,0,35,51,1
16,1.sparql,38,0,0,0,0,0,38,54,1
17,19.sparql,30,0,0,0,0,0,31,46,1
18,13.sparql,28,0,0,0,0,0,29,47,1
19,16.sparql,37,0,0,0,0,0,38,53,2
20,5.sparql,37,0,0,0,0,0,39,54,1
21,7.sparql,30,0,0,0,0,0,31,41,1
22,15.sparql,28,0,0,0,0,0,29,45,0
23,12.sparql,30,0,0,0,0,0,31,46,1
24,22.sparql,32,0,0,0,0,0,32,48,1
25,11.sparql,37,0,0,0,0,0,37,48,1
26,8.sparql,29,0,0,0,0,0,30,42,1
27,18.sparql,34,0,0,0,0,0,35,44,1
28,24.sparql,36,0,0,0,0,0,37,49,0
29,6.sparql,32,0,0,0,0,0,33,42,1
30,10.sparql,30,0,0,0,0,0,31,41,1
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
0,0,0,0,11,4444
