queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1796,1,1,7,8560812,0,1909,2029,19
2,9.sparql,63,1,1,36,38952351,0,122,1163,5114
3,29.sparql,72,1,1,36,38952351,0,107,298,844
4,25.sparql,51,1,1,8,9165924,0,82,109,0
5,2.sparql,53,1,1,13,14811611,0,82,129,40
6,21.sparql,54,1,1,0,871628,0,86,109,368
7,28.sparql,60,1,1,8,9165924,0,88,115,1
8,27.sparql,56,1,1,13,14811611,0,86,131,29
9,4.sparql,55,1,1,8,9165924,0,83,109,1
10,26.sparql,60,1,1,36,38952351,0,87,1097,7008
11,17.sparql,67,1,1,13,14811611,0,97,146,31
12,23.sparql,63,1,1,8,9165924,0,86,113,0
13,3.sparql,62,1,1,7,8560812,0,84,108,11
14,20.sparql,61,1,1,0,871628,0,85,105,381
15,0.sparql,62,1,1,0,871628,0,88,138,877
16,1.sparql,70,1,1,13,14811611,1,96,135,29
17,19.sparql,74,1,1,13,14811611,0,100,150,40
18,13.sparql,80,1,1,8,9165924,0,101,124,1
19,16.sparql,70,1,1,7,8560812,0,93,121,0
20,5.sparql,81,1,1,36,38952351,0,108,684,4356
21,7.sparql,83,1,1,13,14811611,0,110,147,37
22,15.sparql,64,1,1,13,14811611,0,85,122,35
23,12.sparql,83,1,1,36,38952351,0,105,980,9598
24,22.sparql,66,1,1,7,8560812,0,85,106,1
25,11.sparql,66,1,1,13,14811611,0,87,125,26
26,8.sparql,78,1,1,7,7458139,0,98,6140,117092
27,18.sparql,69,1,1,7,8560812,0,87,107,0
28,24.sparql,71,1,1,7,8560812,0,89,107,0
29,6.sparql,69,1,1,13,14811611,0,89,124,33
30,10.sparql,96,1,1,36,38952351,0,114,209,359
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
30,30,422,474286120,114,16425
