,10-TP
0,23907.0
1,509.0
2,18205.0
3,324.0
4,521.0
5,340.0
6,971.0
7,467.0
8,384.0
9,761.0
10,511.0
11,3701.0
12,984.0
13,926.0
14,1020.0
15,9641.0
16,429.0
17,339.0
18,635.0
19,56192.0
20,3912.0
21,292.0
22,6036.0
23,356.0
24,13275.0
25,285.0
26,370.0
27,18457.0
28,35891.0
29,18535.0
