queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,2199,2,2,9,11212406,0,2690,3748,531
2,9.sparql,117,1,1,6,7692817,0,248,345,32
3,29.sparql,90,1,1,0,946979,0,399,413,0
4,25.sparql,93,2,2,10,11859327,0,309,3406,419
5,2.sparql,83,1,1,0,946979,0,253,262,0
6,21.sparql,73,1,1,6,7692817,0,148,197,42
7,28.sparql,95,1,1,6,7692817,0,162,214,15
8,27.sparql,67,1,1,6,7692817,0,139,198,36
9,4.sparql,101,1,1,2,2345982,0,186,198,0
10,26.sparql,68,1,1,2,2345982,0,133,203,8
11,17.sparql,65,1,1,6,7692817,0,127,180,13
12,23.sparql,62,1,1,6,7692817,0,123,171,47
13,3.sparql,75,1,1,2,2345982,0,136,150,0
14,20.sparql,71,1,1,2,2345982,0,148,232,12
15,0.sparql,68,1,1,2,2345982,0,141,151,0
16,1.sparql,92,1,1,2,2345982,0,160,173,0
17,19.sparql,75,1,1,2,2345982,0,142,156,0
18,13.sparql,81,1,1,0,1385311,0,150,13712,1667
19,16.sparql,67,1,1,0,1385311,0,118,11242,2764
20,5.sparql,57,1,1,6,7692817,0,92,118,41
21,7.sparql,51,1,1,2,2345982,0,86,93,0
22,15.sparql,55,1,1,2,2345982,0,91,97,0
23,12.sparql,57,1,1,0,1385311,0,101,3859,1046
24,22.sparql,54,1,1,2,2345982,0,90,97,0
25,11.sparql,71,1,1,0,946979,0,140,144,0
26,8.sparql,62,1,1,2,2345982,0,98,104,0
27,18.sparql,68,1,1,0,946979,0,151,155,0
28,24.sparql,71,1,1,6,7692817,0,109,134,26
29,6.sparql,69,1,1,2,2345982,0,106,112,0
30,10.sparql,65,1,1,6,7692817,0,99,125,44
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
32,32,97,128402719,60,42099
