,4-PV
0,1748.0
1,572.0
2,138.0
3,267.0
4,128.0
5,1519.0
6,341.0
7,3425.0
8,285.0
9,152.0
10,169.0
11,84.0
12,230.0
13,84.0
14,385.0
15,258.0
16,6413.0
17,205.0
18,135.0
19,104.0
20,174.0
21,131.0
22,101.0
23,122.0
24,80.0
25,104.0
26,114.0
27,255.0
28,115.0
