queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1784,1,1,0,977254,0,1933,2041,37
2,9.sparql,63,1,1,19,21016730,0,131,226,0
3,29.sparql,64,1,1,11,12279587,0,111,191,59
4,25.sparql,34,1,1,0,871628,0,74,2572,164
5,2.sparql,55,1,1,14,15718773,0,83,689,2311
6,21.sparql,54,1,1,1,2485671,0,82,96,0
7,28.sparql,66,1,1,29,32041959,0,89,28359,23728
8,27.sparql,50,1,1,9,11042568,0,72,147,675
9,4.sparql,44,1,1,14,15614005,0,62,1228,11352
10,26.sparql,46,1,1,0,523111,0,69,3708,280
11,17.sparql,41,1,1,0,871628,0,59,497,421
12,23.sparql,37,0,0,0,0,0,56,60,0
13,3.sparql,42,1,1,2,3226928,0,58,67,1
14,20.sparql,47,1,1,0,871628,0,65,640,505
15,0.sparql,44,1,1,33,35396331,0,60,145,161
16,1.sparql,40,1,1,33,35396331,0,55,138,325
17,19.sparql,44,1,1,19,21016730,0,87,129,1
18,13.sparql,48,0,0,0,0,0,68,72,0
19,16.sparql,50,1,1,11,12279587,0,67,148,450
20,5.sparql,45,1,1,33,35396331,0,61,144,278
21,7.sparql,51,1,1,14,15614005,0,71,11963,140199
22,15.sparql,54,1,1,14,15570274,0,75,7631,139948
23,12.sparql,48,1,1,1,1482665,0,67,82,168
24,22.sparql,49,1,1,14,15614005,0,65,2676,31315
25,11.sparql,59,1,1,14,15718773,0,77,175,782
26,8.sparql,58,1,1,1,2132483,0,83,94,39
27,18.sparql,57,1,1,1,2485671,0,72,80,0
28,24.sparql,57,1,1,1,1482665,0,75,115,353
29,6.sparql,65,1,1,14,14923159,0,82,2381,29199
30,10.sparql,74,1,1,0,557021,0,92,110,200
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
28,28,302,342607501,36,67818
