queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1743,2,2,11,13831381,0,2197,2328,0
2,9.sparql,65,2,2,11,13831381,0,290,336,0
3,2.sparql,45,2,2,11,13831381,0,228,284,0
4,4.sparql,58,2,2,11,13831381,0,242,293,0
5,17.sparql,62,2,2,11,13831381,0,270,325,0
6,3.sparql,76,2,2,11,13831381,0,240,286,0
7,0.sparql,75,2,2,11,13831381,0,223,254,0
8,1.sparql,61,2,2,11,13831381,0,218,251,0
9,13.sparql,65,2,2,11,13831381,0,198,242,0
10,16.sparql,56,2,2,11,13831381,0,170,200,0
11,5.sparql,64,2,2,11,13831381,0,175,206,0
12,7.sparql,63,2,2,11,13831381,0,182,221,0
13,15.sparql,74,2,2,11,13831381,0,193,224,0
14,12.sparql,70,2,2,11,13831381,0,188,216,0
15,11.sparql,72,2,2,11,13831381,0,187,214,0
16,8.sparql,73,2,2,11,13831381,0,177,204,0
17,18.sparql,71,2,2,11,13831381,0,174,200,0
18,6.sparql,75,2,2,11,13831381,0,175,201,0
19,10.sparql,80,2,2,11,13831381,0,183,210,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
38,38,209,262796239,130,7844
