,10k-RS
0,3472.0
1,12375.0
2,14398.0
3,381.0
4,8439.0
5,270.0
6,456.0
7,995.0
8,930.0
9,1328.0
10,784.0
11,1238.0
12,2176.0
13,468.0
14,17462.0
15,938.0
16,409.0
17,3844.0
18,3691.0
19,1046.0
20,946.0
21,227.0
22,1648.0
23,2661.0
24,1437.0
25,472.0
26,1637.0
27,4385.0
28,1557.0
29,253.0
