queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1772,2,2,5,7095712,0,2195,4935,389
2,9.sparql,185,1,1,0,1385311,0,376,7278,707
3,29.sparql,49,2,2,5,7095712,0,120,1099,355
4,25.sparql,34,1,1,0,1385311,0,85,3686,604
5,2.sparql,26,2,2,5,7095712,0,96,1482,407
6,21.sparql,58,1,1,0,1385311,0,143,9649,1831
7,28.sparql,37,2,2,5,7095712,0,128,1034,525
8,27.sparql,41,1,1,0,1385311,0,88,4143,754
9,4.sparql,35,1,1,8,9076392,0,144,164,0
10,26.sparql,39,2,2,5,7095712,0,106,1162,456
11,17.sparql,68,1,1,8,9076392,0,210,237,0
12,23.sparql,61,1,1,8,9076392,0,188,229,0
13,3.sparql,52,1,1,8,9076392,0,175,195,0
14,20.sparql,54,1,1,0,1385311,0,101,7006,1224
15,0.sparql,50,1,1,8,9076392,0,155,177,0
16,1.sparql,62,1,1,8,9076392,0,180,200,0
17,19.sparql,65,1,1,8,9076392,0,172,190,0
18,13.sparql,66,1,1,8,9076392,0,173,191,0
19,16.sparql,72,1,1,8,9076392,0,198,234,0
20,5.sparql,80,1,1,8,9076392,0,192,210,0
21,7.sparql,75,1,1,0,1385311,0,120,8504,1667
22,15.sparql,117,1,1,0,1385311,0,181,13152,2764
23,12.sparql,131,1,1,8,9076392,0,267,292,0
24,22.sparql,114,1,1,8,9076392,0,286,315,0
25,11.sparql,163,1,1,8,9076392,0,344,379,0
26,8.sparql,145,2,2,5,7095712,0,236,1379,376
27,18.sparql,128,1,1,8,9076392,0,262,284,0
28,24.sparql,126,2,2,5,7095712,0,212,1473,411
29,6.sparql,132,2,2,5,7095712,0,218,1282,344
30,10.sparql,142,2,2,5,7095712,0,232,1291,301
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
39,39,157,200628073,1149,73091
