,8-PV
0,2031.0
1,10202.0
2,1071.0
3,691.0
4,1025.0
5,729.0
6,557.0
7,1037.0
8,926.0
9,708.0
10,709.0
11,560.0
12,507.0
13,155.0
14,697.0
15,276.0
16,168.0
17,414.0
18,539.0
19,612.0
20,618.0
21,406.0
22,1276.0
23,487.0
24,370.0
25,10493.0
26,704.0
27,861.0
28,1059.0
29,328.0
