,3-PV
0,1509.0
1,2145.0
2,108.0
3,2145.0
4,43.0
5,74.0
6,298.0
7,81.0
8,90.0
9,3838.0
10,25871.0
11,110.0
12,72.0
13,72.0
14,82.0
15,163.0
16,3059.0
17,168.0
18,98.0
19,1066.0
20,7743.0
21,181.0
22,143.0
23,578.0
24,115.0
25,80.0
26,108.0
27,597.0
28,331.0
29,4253.0
