,3-TP
0,1118.0
1,149.0
2,191.0
3,1209.0
4,296.0
5,96.0
6,21319.0
7,147.0
8,849.0
9,1210.0
10,237.0
11,44.0
12,67.0
13,386.0
14,145.0
15,81.0
16,129.0
17,72.0
18,89.0
19,144.0
20,5963.0
21,3258.0
22,82.0
23,2676.0
24,175.0
25,94.0
26,80.0
27,115.0
28,1487.0
29,110.0
