,2k-RS
0,2765.0
1,856.0
2,1481.0
3,1937.0
4,734.0
5,4618.0
6,937.0
7,510.0
8,213.0
9,12683.0
10,184.0
11,394.0
12,117.0
13,743.0
14,976.0
15,95.0
16,413.0
17,9463.0
18,97.0
19,146.0
20,510.0
21,739.0
22,638.0
23,164.0
24,968.0
25,186.0
26,813.0
27,598.0
28,114.0
29,119.0
