queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1892,3,3,36,39482177,0,2529,3321,0
2,9.sparql,138,3,3,36,39482177,0,522,1042,0
3,29.sparql,56,3,3,36,39482177,0,351,666,0
4,25.sparql,58,3,3,36,39482177,0,330,569,0
5,2.sparql,51,3,3,36,39482177,0,278,795,0
6,21.sparql,50,3,3,36,39482177,0,248,503,0
7,28.sparql,58,3,3,36,39482177,0,262,863,0
8,27.sparql,63,3,3,36,39482177,0,262,669,0
9,4.sparql,63,3,3,36,39482177,0,258,452,0
10,26.sparql,66,3,3,36,39482177,0,255,390,0
11,17.sparql,107,2,2,32,34853326,0,370,507,0
12,23.sparql,75,3,3,36,39482177,0,258,676,0
13,3.sparql,79,2,2,32,34853326,0,264,363,0
14,20.sparql,89,2,2,32,34853326,0,280,377,0
15,0.sparql,88,3,3,36,39482177,0,278,584,0
16,1.sparql,93,3,3,36,39482177,0,274,510,0
17,19.sparql,98,3,3,36,39482177,0,287,558,0
18,13.sparql,101,2,2,32,34853326,0,276,365,0
19,16.sparql,104,3,3,36,39482177,0,285,506,0
20,5.sparql,116,3,3,36,39482177,0,289,693,0
21,7.sparql,105,2,2,32,34853326,0,277,366,0
22,15.sparql,109,3,3,36,39482177,0,287,817,0
23,12.sparql,122,2,2,32,34853326,0,300,413,0
24,22.sparql,124,2,2,32,34853326,0,297,390,0
25,11.sparql,135,3,3,36,39482177,0,311,773,0
26,8.sparql,130,3,3,36,39482177,0,313,706,0
27,18.sparql,146,3,3,36,39482177,0,323,725,0
28,24.sparql,146,3,3,36,39482177,0,333,486,0
29,6.sparql,151,3,3,36,39482177,0,326,439,0
30,10.sparql,147,2,2,32,34853326,0,341,440,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
82,82,1048,1147434502,293,21273
