,7-TP
0,10193.0
1,107.0
2,39.0
3,80.0
4,181.0
5,84.0
6,189.0
7,91.0
8,121.0
9,80.0
10,128.0
11,82.0
12,44.0
13,107.0
14,84.0
15,88.0
16,111.0
17,129.0
18,91.0
19,78.0
20,102.0
21,6376.0
22,131.0
23,102.0
24,120.0
25,98.0
26,124.0
27,112.0
28,158.0
29,2784.0
