,2-TP
0,1348.0
1,846.0
2,172.0
3,109.0
4,91.0
5,109.0
6,115.0
7,131.0
8,109.0
9,958.0
10,126.0
11,113.0
12,81.0
13,105.0
14,83.0
15,135.0
16,127.0
17,106.0
18,121.0
19,376.0
20,147.0
21,122.0
22,367.0
23,106.0
24,110.0
25,3264.0
26,106.0
27,93.0
28,74.0
29,119.0
