,10-PV
0,2093.0
1,580.0
2,410.0
3,369.0
4,378.0
5,309.0
6,1404.0
7,1182.0
8,4580.0
9,304.0
10,247.0
11,254.0
12,254.0
13,211.0
14,257.0
15,1356.0
16,230.0
17,238.0
18,228.0
19,268.0
20,6822.0
21,1405.0
22,790.0
23,294.0
24,1889.0
25,520.0
26,263.0
27,2265.0
28,225.0
29,1545.0
