,4-TP
0,1545.0
1,218.0
2,260.0
3,137.0
4,81.0
5,165.0
6,125.0
7,1413.0
8,152.0
9,113.0
10,97.0
11,120.0
12,105.0
13,102.0
14,84.0
15,85.0
16,140.0
17,104.0
18,133.0
19,155.0
20,138.0
21,138.0
22,121.0
23,343.0
24,94.0
25,105.0
26,75.0
27,105.0
28,281.0
29,203.0
