,3-PV
0,1328.0
1,717.0
2,124.0
3,339.0
4,81.0
5,89.0
6,127.0
7,2749.0
8,69.0
9,209.0
10,3523.0
11,51.0
12,48.0
13,46.0
14,47.0
15,73.0
16,374.0
17,67.0
18,53.0
19,155.0
20,1266.0
21,52.0
22,55.0
23,140.0
24,69.0
25,63.0
26,70.0
27,187.0
28,112.0
29,151.0
