,7-PV
0,1688.0
1,160.0
2,229.0
3,543.0
4,171.0
5,135.0
6,151.0
7,136.0
8,200.0
9,111.0
10,97.0
11,110.0
12,87.0
13,83.0
14,87.0
15,84.0
16,78.0
17,1249.0
18,1425.0
19,85.0
20,146.0
21,66.0
22,607.0
23,68.0
24,123.0
25,69.0
26,116.0
27,84.0
28,79.0
29,78.0
