,7k-RS
0,2177.0
1,577.0
2,211.0
3,611.0
4,2967.0
5,112.0
6,109.0
7,1016.0
8,428.0
9,334.0
10,265.0
11,336.0
12,62.0
13,283.0
14,568.0
15,67.0
16,130.0
17,300.0
18,259.0
19,52.0
20,284.0
21,274.0
22,64.0
23,62.0
24,55.0
25,313.0
26,68.0
27,362.0
28,269.0
29,63.0
