,8-TP
0,1681.0
1,371.0
2,529.0
3,349.0
4,196.0
5,313.0
6,368.0
7,671.0
8,195.0
9,269.0
10,305.0
11,325.0
12,343.0
13,190.0
14,245.0
15,253.0
16,208.0
17,164.0
18,203.0
19,135.0
20,139.0
21,146.0
22,131.0
23,144.0
24,207.0
25,111.0
26,128.0
27,175.0
28,440.0
29,1652.0
