,6k-RS
0,1409.0
1,424.0
2,220.0
3,1886.0
4,161.0
5,160.0
6,1107.0
7,178.0
8,168.0
9,133.0
10,103.0
11,110.0
12,240.0
13,186.0
14,138.0
15,118.0
16,1160.0
17,69.0
18,77.0
19,74.0
20,135.0
21,170.0
22,115.0
23,166.0
24,127.0
25,105.0
26,2356.0
27,121.0
28,97.0
29,150.0
