queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1141,1,1,6,6752011,0,1345,4343,9373
2,9.sparql,35,2,2,1,2022398,0,151,229,33
3,29.sparql,44,1,1,0,102451,0,194,925,3249
4,25.sparql,50,1,1,0,102451,0,174,1986,10507
5,2.sparql,38,1,1,0,481365,0,88,93,0
6,21.sparql,44,0,0,0,0,0,109,125,0
7,28.sparql,37,0,0,0,0,0,136,143,0
8,27.sparql,29,1,1,3,4200521,0,77,97,2
9,4.sparql,37,1,1,0,481365,0,105,128,28
10,26.sparql,50,2,2,1,2457511,0,133,149,11
11,17.sparql,42,1,1,0,30159,0,88,112,9
12,23.sparql,41,1,1,0,675058,0,148,253,512
13,3.sparql,50,2,2,0,1381877,0,120,138,2
14,20.sparql,55,1,1,0,481365,0,105,111,0
15,0.sparql,53,2,2,0,1381877,0,118,128,1
16,1.sparql,37,2,2,2,3193816,0,113,413,30
17,19.sparql,32,2,2,1,2457511,0,101,131,28
18,13.sparql,31,1,1,1,1996964,0,79,401,15
19,16.sparql,29,1,1,0,38477,0,64,68,3
20,5.sparql,25,1,1,0,38477,0,61,65,3
21,7.sparql,23,1,1,0,250016,0,77,81,0
22,15.sparql,24,1,1,3,4200521,0,66,82,4
23,12.sparql,36,1,1,0,47705,0,82,86,32
24,22.sparql,30,1,1,0,38477,0,66,70,2
25,11.sparql,41,2,2,1,2813536,0,100,1247,194
26,8.sparql,34,2,2,1,2457511,0,86,97,8
27,18.sparql,41,2,2,0,1381877,0,87,95,4
28,24.sparql,36,2,2,1,2022398,0,84,119,57
29,6.sparql,43,0,0,0,0,0,79,88,0
30,10.sparql,36,2,2,0,1381877,0,88,97,2
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
38,38,21,42869572,61,13185
