,2-TP
0,1296.0
1,333.0
2,130.0
3,77.0
4,100.0
5,77.0
6,66.0
7,87.0
8,85.0
9,252.0
10,87.0
11,102.0
12,73.0
13,74.0
14,76.0
15,82.0
16,81.0
17,86.0
18,72.0
19,161.0
20,84.0
21,83.0
22,217.0
23,63.0
24,95.0
25,1223.0
26,85.0
27,97.0
28,83.0
29,104.0
