queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1082,2,2,0,1202420,0,1523,1614,0
2,9.sparql,64,2,2,0,1202420,0,320,337,0
3,2.sparql,43,2,2,0,1202420,0,248,272,0
4,4.sparql,66,2,2,0,1202420,0,315,332,0
5,17.sparql,48,2,2,0,1202420,0,242,258,0
6,3.sparql,45,2,2,0,1202420,0,249,264,0
7,0.sparql,37,2,2,0,1202420,0,198,210,0
8,1.sparql,34,2,2,0,1202420,0,198,213,0
9,13.sparql,45,2,2,0,1202420,0,186,196,0
10,16.sparql,35,2,2,0,1202420,0,148,157,0
11,5.sparql,31,2,2,0,1202420,0,172,181,0
12,7.sparql,32,2,2,0,1202420,0,150,161,0
13,15.sparql,34,2,2,0,1202420,0,148,157,0
14,12.sparql,35,2,2,0,1202420,0,163,171,0
15,11.sparql,34,2,2,0,1202420,0,145,157,0
16,8.sparql,39,2,2,0,1202420,0,147,155,0
17,18.sparql,60,2,2,0,1202420,0,170,178,0
18,6.sparql,38,2,2,0,1202420,0,168,178,0
19,10.sparql,43,2,2,0,1202420,0,162,170,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
38,38,0,22845980,127,6555
