queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1093,2,2,0,1202420,0,1517,1607,0
2,9.sparql,68,1,1,0,61653,0,160,165,0
3,29.sparql,51,1,1,0,61653,0,144,202,3
4,25.sparql,49,1,1,0,61653,0,136,197,4
5,2.sparql,60,1,1,0,61653,0,127,131,0
6,21.sparql,18,1,1,0,448843,0,96,151,12
7,28.sparql,32,1,1,0,448843,0,92,123,9
8,27.sparql,28,1,1,0,448843,0,97,117,3
9,4.sparql,37,1,1,0,448843,0,107,155,7
10,26.sparql,40,1,1,0,61653,0,120,140,2
11,17.sparql,28,1,1,0,448843,0,95,117,8
12,23.sparql,38,1,1,0,61653,0,105,162,6
13,3.sparql,23,1,1,0,448843,0,65,83,11
14,20.sparql,23,1,1,0,61653,0,87,92,0
15,0.sparql,22,1,1,0,448843,0,78,97,8
16,1.sparql,31,1,1,0,61653,0,87,91,0
17,19.sparql,20,1,1,0,448843,0,67,82,4
18,13.sparql,18,1,1,0,448843,0,58,72,5
19,16.sparql,27,1,1,0,448843,0,70,91,9
20,5.sparql,31,1,1,0,99506,0,94,1045,401
21,7.sparql,19,1,1,0,99506,0,82,564,212
22,15.sparql,23,1,1,0,87163,0,59,184,461
23,12.sparql,31,1,1,0,99506,0,107,1395,760
24,22.sparql,21,1,1,0,448843,0,59,74,15
25,11.sparql,19,1,1,0,61653,0,68,81,2
26,8.sparql,24,1,1,0,61653,0,64,72,1
27,18.sparql,22,1,1,0,61653,0,72,83,2
28,24.sparql,25,1,1,0,448843,0,63,73,6
29,6.sparql,19,2,2,0,1202420,0,124,135,0
30,10.sparql,24,1,1,0,448843,0,61,75,6
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
32,32,0,9303663,51,8782
