queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1021,1,1,0,113661,0,1154,1349,153
2,9.sparql,41,1,1,0,1386676,0,138,1185,6482
3,29.sparql,51,1,1,0,113661,0,105,174,398
4,25.sparql,41,1,1,0,1386676,0,117,1028,9088
5,2.sparql,37,1,1,0,1386676,0,105,447,3561
6,21.sparql,26,1,1,0,1386676,0,94,536,3561
7,28.sparql,22,1,1,0,1386676,0,81,190,964
8,27.sparql,20,1,1,0,211215,0,65,83,95
9,4.sparql,36,1,1,0,1386676,0,100,592,5224
10,26.sparql,18,0,0,0,0,0,69,78,0
11,17.sparql,18,1,1,0,211215,0,67,86,132
12,23.sparql,28,1,1,0,1386676,0,74,249,1588
13,3.sparql,32,1,1,0,1386676,0,85,1019,14024
14,20.sparql,19,1,1,0,113661,0,45,64,161
15,0.sparql,34,1,1,0,1386676,0,67,157,1092
16,1.sparql,27,1,1,0,1386676,0,59,207,2037
17,19.sparql,16,0,0,0,0,0,50,59,0
18,13.sparql,38,1,1,0,1386676,0,82,205,1469
19,16.sparql,18,1,1,0,1386676,0,63,872,14024
20,5.sparql,14,0,0,0,0,0,42,48,0
21,7.sparql,18,1,1,0,1386676,0,53,429,6482
22,15.sparql,18,0,0,0,0,0,46,51,0
23,12.sparql,16,1,1,0,1386676,0,42,852,14024
24,22.sparql,16,0,0,0,0,0,43,49,0
25,11.sparql,18,1,1,0,1386676,0,45,277,4258
26,8.sparql,16,0,0,0,0,0,42,50,0
27,18.sparql,15,1,1,0,1386676,0,43,700,9088
28,24.sparql,16,1,1,0,1386676,0,47,720,9088
29,6.sparql,20,1,1,0,1386676,0,53,359,5224
30,10.sparql,16,1,1,0,1386676,0,45,559,9088
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
24,24,0,27110257,543,13836
