,8-PV
0,1612.0
1,2873.0
2,378.0
3,337.0
4,303.0
5,309.0
6,290.0
7,231.0
8,277.0
9,217.0
10,231.0
11,185.0
12,199.0
13,145.0
14,181.0
15,131.0
16,141.0
17,125.0
18,168.0
19,178.0
20,192.0
21,108.0
22,133.0
23,156.0
24,109.0
25,128.0
26,136.0
27,178.0
28,399.0
29,121.0
