,10k-RS
0,1702.0
1,249.0
2,327.0
3,231.0
4,2393.0
5,129.0
6,328.0
7,289.0
8,232.0
9,258.0
10,113.0
11,305.0
12,502.0
13,122.0
14,232.0
15,108.0
16,93.0
17,403.0
18,607.0
19,212.0
20,218.0
21,74.0
22,359.0
23,317.0
24,241.0
25,88.0
26,199.0
27,596.0
28,174.0
29,67.0
