,9-PV
0,1947.0
1,1090.0
2,433.0
3,691.0
4,262.0
5,1321.0
6,293.0
7,562.0
8,180.0
9,224.0
10,215.0
11,185.0
12,195.0
13,925.0
14,161.0
15,179.0
16,166.0
17,167.0
18,183.0
19,174.0
20,1022.0
21,1203.0
22,167.0
23,175.0
24,173.0
25,265.0
26,217.0
27,201.0
28,214.0
29,338.0
