,9-TP
0,1896.0
1,1071.0
2,430.0
3,328.0
4,244.0
5,1165.0
6,251.0
7,573.0
8,160.0
9,558.0
10,266.0
11,239.0
12,232.0
13,171.0
14,160.0
15,183.0
16,169.0
17,170.0
18,1286.0
19,172.0
20,977.0
21,165.0
22,168.0
23,639.0
24,168.0
25,264.0
26,180.0
27,207.0
28,172.0
29,248.0
