queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1076,1,1,0,90547,0,1265,1317,2
2,9.sparql,37,1,1,1,2078982,0,105,143,0
3,29.sparql,57,1,1,1,1208877,0,117,130,3
4,25.sparql,33,1,1,0,85900,0,110,353,19
5,2.sparql,29,1,1,0,1460171,0,80,251,234
6,21.sparql,27,1,1,0,223435,0,82,89,0
7,28.sparql,48,1,1,2,3010926,0,105,4093,2079
8,27.sparql,27,1,1,0,1018447,0,58,79,106
9,4.sparql,31,1,1,0,1393817,0,54,273,1126
10,26.sparql,47,1,1,0,51709,0,98,226,5
11,17.sparql,25,1,1,0,85900,0,50,160,69
12,23.sparql,23,1,1,2,3148381,0,46,2351,35256
13,3.sparql,19,1,1,0,337848,0,38,43,0
14,20.sparql,21,1,1,0,85900,0,44,143,56
15,0.sparql,26,1,1,2,3148381,0,46,69,140
16,1.sparql,27,1,1,2,3148381,0,50,80,322
17,19.sparql,30,1,1,1,2078982,0,50,63,1
18,13.sparql,25,0,0,0,0,0,56,61,0
19,16.sparql,24,1,1,1,1208877,0,49,65,42
20,5.sparql,33,1,1,2,3148381,0,53,87,213
21,7.sparql,27,1,1,0,1393817,0,49,1784,14181
22,15.sparql,19,1,1,0,1386676,0,42,111,1092
23,12.sparql,31,1,1,0,142080,0,52,57,15
24,22.sparql,22,1,1,0,1393817,0,44,328,3184
25,11.sparql,24,1,1,0,1460171,0,43,55,87
26,8.sparql,29,1,1,0,211215,0,48,59,4
27,18.sparql,28,1,1,0,223435,0,49,53,0
28,24.sparql,30,1,1,0,142080,0,54,59,25
29,6.sparql,27,1,1,1,1459448,0,49,286,2816
30,10.sparql,25,1,1,0,59077,0,48,52,18
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
29,29,15,34885658,27,14052
