queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1016,1,1,0,481365,0,1187,1238,0
2,9.sparql,45,1,1,0,38477,0,159,182,3
3,29.sparql,41,1,1,1,1996964,0,145,819,10
4,25.sparql,32,1,1,0,38477,0,108,125,2
5,2.sparql,21,2,2,0,1381877,0,119,141,1
6,21.sparql,21,2,2,1,2022398,0,93,215,33
7,28.sparql,35,0,0,0,0,0,126,134,0
8,27.sparql,20,0,0,0,0,0,84,100,0
9,4.sparql,23,0,0,0,0,0,98,120,0
10,26.sparql,47,2,2,1,2457511,0,155,178,11
11,17.sparql,31,1,1,6,6752011,0,79,2975,9373
12,23.sparql,26,0,0,0,0,0,66,77,0
13,3.sparql,20,2,2,2,3193816,0,82,353,30
14,20.sparql,33,1,1,1,1996964,0,88,463,15
15,0.sparql,32,1,1,0,250016,0,92,96,0
16,1.sparql,39,1,1,0,481365,0,79,86,0
17,19.sparql,33,2,2,1,2022398,0,97,151,57
18,13.sparql,34,2,2,1,2813536,0,101,1379,194
19,16.sparql,34,1,1,0,47705,0,74,79,32
20,5.sparql,32,1,1,0,481365,0,64,70,28
21,7.sparql,30,2,2,1,2457511,0,87,101,8
22,15.sparql,44,2,2,0,1381877,0,103,117,2
23,12.sparql,40,1,1,3,4200521,0,74,92,4
24,22.sparql,38,1,1,0,102451,0,91,1875,10507
25,11.sparql,46,2,2,1,2457511,0,123,149,28
26,8.sparql,51,2,2,0,1381877,0,120,135,2
27,18.sparql,58,1,1,0,675058,0,148,222,512
28,24.sparql,33,1,1,0,30159,0,67,71,9
29,6.sparql,36,1,1,0,38477,0,69,72,3
30,10.sparql,39,2,2,0,1381877,0,90,98,4
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
37,37,19,40563564,59,12976
