,2-JV
0,1704.0
1,535.0
2,234.0
3,115.0
4,263.0
5,357.0
6,272.0
7,439.0
8,82.0
9,158.0
10,272.0
11,159.0
12,106.0
13,417.0
14,93.0
15,356.0
16,1408.0
17,65.0
18,99.0
19,181.0
20,68.0
21,92.0
22,76.0
23,1495.0
24,192.0
25,200.0
26,81.0
27,70.0
28,118.0
29,130.0
