,4-PV
0,1433.0
1,477.0
2,98.0
3,101.0
4,107.0
5,126.0
6,483.0
7,1361.0
8,115.0
9,105.0
10,132.0
11,77.0
12,215.0
13,64.0
14,110.0
15,293.0
16,83.0
17,89.0
18,99.0
19,72.0
20,101.0
21,113.0
22,95.0
23,91.0
24,86.0
25,94.0
26,76.0
27,100.0
28,58.0
