queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1023,0,0,0,0,0,1059,1114,1
2,9.sparql,22,0,0,0,0,0,23,54,1
3,29.sparql,36,0,0,0,0,0,37,57,0
4,25.sparql,13,0,0,0,0,0,14,38,1
5,2.sparql,15,0,0,0,0,0,15,34,1
6,21.sparql,14,0,0,0,0,0,15,31,1
7,28.sparql,14,0,0,0,0,0,14,45,1
8,27.sparql,17,0,0,0,0,0,17,38,3
9,4.sparql,25,0,0,0,0,0,26,47,1
10,26.sparql,25,0,0,0,0,0,26,44,1
11,17.sparql,25,0,0,0,0,0,26,50,1
12,23.sparql,28,0,0,0,0,0,29,47,1
13,3.sparql,26,0,0,0,0,0,27,48,1
14,20.sparql,20,0,0,0,0,0,21,37,1
15,0.sparql,19,0,0,0,0,0,21,42,1
16,1.sparql,29,0,0,0,0,0,30,55,1
17,19.sparql,18,0,0,0,0,0,19,38,1
18,13.sparql,21,0,0,0,0,0,22,37,0
19,16.sparql,19,0,0,0,0,0,20,35,1
20,5.sparql,15,0,0,0,0,0,16,40,1
21,7.sparql,22,0,0,0,0,0,23,41,1
22,15.sparql,24,0,0,0,0,0,25,41,1
23,12.sparql,20,0,0,0,0,0,21,39,1
24,22.sparql,27,0,0,0,0,0,28,43,1
25,11.sparql,24,0,0,0,0,0,24,41,1
26,8.sparql,21,0,0,0,0,0,22,40,1
27,18.sparql,19,0,0,0,0,0,20,36,1
28,24.sparql,18,0,0,0,0,0,19,33,1
29,6.sparql,18,0,0,0,0,0,18,31,1
30,10.sparql,19,0,0,0,0,0,20,38,1
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
0,0,0,0,19,3402
