queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1032,3,3,1,3694163,0,1655,2137,0
2,9.sparql,41,3,3,1,3694163,0,400,506,0
3,29.sparql,44,3,3,1,3694163,0,380,491,0
4,25.sparql,42,3,3,1,3694163,0,353,450,0
5,2.sparql,31,3,3,1,3694163,0,322,397,0
6,21.sparql,45,3,3,1,3694163,0,338,417,0
7,28.sparql,34,3,3,1,3694163,0,256,416,0
8,27.sparql,33,2,2,1,3244118,0,247,266,0
9,4.sparql,33,3,3,1,3694163,0,223,262,0
10,26.sparql,35,3,3,1,3694163,0,231,275,0
11,17.sparql,34,3,3,1,3694163,0,214,333,0
12,23.sparql,46,3,3,1,3694163,0,256,313,0
13,3.sparql,36,3,3,1,3694163,0,213,238,0
14,20.sparql,42,3,3,1,3694163,0,220,285,0
15,0.sparql,39,3,3,1,3694163,0,220,273,0
16,1.sparql,39,3,3,1,3694163,0,219,235,0
17,19.sparql,44,2,2,1,3244118,0,243,262,0
18,13.sparql,48,2,2,1,3244118,0,231,246,0
19,16.sparql,48,3,3,1,3694163,0,243,264,0
20,5.sparql,49,3,3,1,3694163,0,225,253,0
21,7.sparql,52,3,3,1,3694163,0,224,288,0
22,15.sparql,49,3,3,1,3694163,0,226,283,0
23,12.sparql,50,3,3,1,3694163,0,221,246,0
24,22.sparql,48,3,3,1,3694163,0,214,262,0
25,11.sparql,50,3,3,1,3694163,0,244,261,0
26,8.sparql,65,3,3,1,3694163,0,245,263,0
27,18.sparql,66,2,2,1,3244118,0,244,258,0
28,24.sparql,62,3,3,1,3694163,0,232,283,0
29,6.sparql,56,3,3,1,3694163,0,241,284,0
30,10.sparql,75,3,3,1,3694163,0,244,291,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
86,86,30,109024710,216,12239
