,5-TP
0,1238.0
1,182.0
2,819.0
3,125.0
4,141.0
5,215.0
6,134.0
7,100.0
8,120.0
9,178.0
10,2975.0
11,77.0
12,353.0
13,463.0
14,96.0
15,86.0
16,151.0
17,1379.0
18,79.0
19,70.0
20,101.0
21,117.0
22,92.0
23,1875.0
24,149.0
25,135.0
26,222.0
27,71.0
28,72.0
29,98.0
