,1-JV
0,1297.0
1,108.0
2,160.0
3,115.0
4,118.0
5,85.0
6,252.0
7,79.0
8,173.0
9,66.0
10,2545.0
11,358.0
12,70.0
13,91.0
14,61.0
15,123.0
16,82.0
17,82.0
18,138.0
19,83.0
20,70.0
21,123.0
22,225.0
23,79.0
24,81.0
25,95.0
26,112.0
27,71.0
28,92.0
29,69.0
